"LLIW","InsChange","MeanRH","WindFieldMt","SubjVertMo","SynForcng","LoLevMoistAd","Boundaries","AMInsWliScen","N34StarFcst","N0_7muVerMo","WndHodograph","ScenRel3_4","WindAloft","AreaMeso_ALS","ScenRelAMIns","CapInScen","Dewpoints","MorningCIN","CldShadeOth","Date","MorningBound","LIfr12ZDENSd","InsSclInScen","InsInMt","IRCloudCover","RHRatio","LatestCIN","QGVertMotion","MountainFcst","MvmtFeatures","SatContMoist","SfcWndShfDis","Scenario","CapChange","AMInstabMt","CurPropConv","AMCINInScen","CldShadeConv","RaoContMoist","CompPlFcst","LowLLapse","R5Fcst","PlainsFcst","MidLLapse","ScnRelPlFcst","AMDewptCalPl","CombVerMo","WindFieldPln","AreaMoDryAir","CombClouds","VISCloudCov","CombMoisture","OutflowFrMt","ScenRelAMCIN","TempDis"
"Unfavorable","Increasing","Dry","Westerly","Down","PosToNeg","WeakPos","Weak","LessUnstable","XNIL","StrongUp","StrongWest","ACEFK","AllElse","StrongUp","K","Average","LowAtStation","None","Cloudy","Aug11_Aug20","None","N1GtLIGt_4","Average","Strong","Clear","Other","PartInhibit","Neutral","SIG","MarkedUpper","Wet","DryLine","K","LittleChange","Strong","None","Average","Marked","Wet","LittleChange","ModerateOrLe","SIG","XNIL","ModerateOrLe","K","Neutral","StrongUp","SEQuad","VeryWet","PC","PC","Wet","Strong","CThruK","Other"
"Weak","LittleChange","VeryMoist","LVorOther","Neutral","PosToNeg","Neutral","None","LessUnstable","XNIL","Neutral","Other","B","NWQuad","Neutral","ABI","LessThanAve","HighEvrywher","PartInhibit","Clear","Aug20_Sep15","None","N1GtLIGt_4","LessUnstable","Weak","Cloudy","Other","PartInhibit","StrongUp","SIG","StrongFront","Wet","DenvCyclone","B","LittleChange","None","Moderate","LessThanAve","None","Dry","LittleChange","Steep","SIG","XNIL","ModerateOrLe","B","Stability","Neutral","DenvCyclone","Wet","Clear","Clear","Wet","None","AB","None"
"Unfavorable","Decreasing","Average","Westerly","StronUp","SigNegative","Neutral","Strong","LessUnstable","XNIL","Down","DCVZFavor","HI","AllElse","WeakUp","ABI","LessThanAve","HighEvrywher","Stifling","Cloudy","Jun15_Jul1","Strong","N1GtLIGt_4","LessUnstable","Strong","Cloudy","Other","PartInhibit","StrongUp","SVR","NoMajor","Dry","MovingFtorOt","I","Decreasing","Weak","None","Average","Marked","Neutral","DecCapIncIns","CloseToDryAd","SVR","SIG","Steep","I","Instability","WeakUp","LV","Wet","Cloudy","Clear","Wet","Strong","CThruK","QStationary"
"Moderate","Decreasing","Average","Westerly","Down","NegToPos","Negative","Weak","LessUnstable","XNIL","StrongUp","StrongWest","HI","SWQuad","WeakUp","ABI","Average","LowMtsHighPl","PartInhibit","Clear","May15_Jun14","None","LILt_8","LessUnstable","Strong","Clear","MoistMDryL","None","Neutral","SIG","NoMajor","Neutral","DenvCyclone","I","LittleChange","None","Strong","Average","Marked","Dry","LittleChange","ModerateOrLe","SIG","XNIL","ModerateOrLe","I","Stability","WeakUp","E_NE","Dry","Clear","PC","Dry","Weak","CThruK","QStationary"
"Moderate","LittleChange","Average","Westerly","Down","SigNegative","WeakPos","Strong","LessUnstable","SIG","StrongUp","DCVZFavor","ACEFK","SWQuad","Down","K","Average","Other","Stifling","Clear","Aug11_Aug20","None","N5GtLIGt_8","LessUnstable","Strong","Clear","Other","PartInhibit","WeakUp","XNIL","StrongFront","Neutral","MovingFtorOt","K","LittleChange","Strong","None","Average","Some","Dry","LittleChange","ModerateOrLe","SIG","SIG","Steep","K","Stability","Down","WidespdDnsl","Dry","Clear","Clear","Dry","Strong","CThruK","None"
"Unfavorable","Increasing","Average","LVorOther","WeakUp","LittleChange","StrongPos","Weak","Average","XNIL","WeakUp","DCVZFavor","B","NWQuad","Neutral","ABI","LessThanAve","LowMtsHighPl","PartInhibit","Clear","Aug11_Aug20","Weak","N1GtLIGt_4","MoreUnstable","None","Cloudy","Other","None","Down","XNIL","NoMajor","Neutral","DenvCyclone","B","LittleChange","None","Moderate","LessThanAve","None","Dry","LittleChange","ModerateOrLe","XNIL","XNIL","CloseToDryAd","B","Neutral","Neutral","DenvCyclone","Wet","Clear","Clear","Neutral","None","AB","QStationary"
"Strong","Increasing","Average","LVorOther","Neutral","LittleChange","StrongPos","Strong","MoreUnstable","SVR","StrongUp","DCVZFavor","GJ","LV","StrongUp","CDEJ","Average","LowMtsHighPl","PartInhibit","Clear","Jul16_Aug10","Strong","LILt_8","MoreUnstable","Weak","Clear","Other","None","StrongUp","SIG","StrongFront","Wet","DryLine","J","Decreasing","None","Strong","Average","None","Neutral","DecCapIncIns","Stable","SVR","SVR","CloseToDryAd","J","Instability","StrongUp","LV","VeryWet","Clear","PC","Wet","None","CThruK","Other"
"Weak","Decreasing","Average","LVorOther","Neutral","NegToPos","Negative","Strong","LessUnstable","XNIL","WeakUp","Westerly","GJ","LV","Neutral","CDEJ","Average","LowEvrywhere","PartInhibit","Clear","Aug11_Aug20","Weak","LIGt0","LessUnstable","Strong","PC","DryMMoistL","None","Down","SIG","NoMajor","Neutral","DryLine","J","Increasing","Strong","Strong","Average","Some","Dry","IncCapDecIns","ModerateOrLe","SIG","XNIL","ModerateOrLe","J","Instability","Neutral","LV","Neutral","Clear","Clear","Neutral","Strong","CThruK","Other"
"Moderate","LittleChange","Dry","LVorOther","Neutral","LittleChange","WeakPos","Strong","Average","XNIL","StrongUp","StrongWest","GJ","LV","WeakUp","CDEJ","MoreThanAve","LowMtsHighPl","PartInhibit","PC","May15_Jun14","None","N1GtLIGt_4","LessUnstable","Strong","Cloudy","MoistMDryL","None","Neutral","XNIL","NoMajor","Dry","DryLine","J","LittleChange","Strong","Strong","MoreThanAve","Marked","Wet","LittleChange","Steep","XNIL","XNIL","CloseToDryAd","J","Stability","WeakUp","LV","Wet","PC","Clear","Wet","Strong","CThruK","None"
"Strong","Increasing","Average","LVorOther","Neutral","SigPositive","WeakPos","Strong","LessUnstable","XNIL","WeakUp","StrongWest","ACEFK","SWQuad","Neutral","CDEJ","Average","LowEvrywhere","PartInhibit","PC","Aug20_Sep15","None","N5GtLIGt_8","MoreUnstable","Weak","Clear","Other","TotalInhibit","Neutral","SIG","NoMajor","VeryWet","DryLine","E","LittleChange","Weak","Slight","Average","Some","Wet","LittleChange","CloseToDryAd","SIG","SIG","Steep","E","Neutral","Neutral","LongAnticyc","VeryWet","PC","PC","VeryWet","Weak","CThruK","None"
"Weak","Decreasing","Dry","Westerly","Neutral","LittleChange","Neutral","Weak","Average","XNIL","Down","Westerly","ACEFK","NWQuad","Down","CDEJ","LessThanAve","LowNHighS","PartInhibit","PC","Jul16_Aug10","Weak","LILt_8","Average","Strong","Clear","MoistMDryL","PartInhibit","Neutral","SIG","OtherRapid","Dry","E_W_N","C","Decreasing","Weak","None","Average","Some","Neutral","DecCapIncIns","CloseToDryAd","SIG","XNIL","ModerateOrLe","C","Neutral","Down","LongAnticyc","Dry","PC","PC","Neutral","Strong","CThruK","Moving"
"Strong","LittleChange","Average","LVorOther","Neutral","SigNegative","WeakPos","Weak","MoreUnstable","XNIL","WeakUp","Westerly","HI","SWQuad","Neutral","ABI","MoreThanAve","LowMtsHighPl","PartInhibit","PC","May15_Jun14","None","LILt_8","MoreUnstable","Weak","PC","DryMMoistL","None","Neutral","SIG","MarkedUpper","Neutral","MovingFtorOt","I","Increasing","None","Strong","Average","None","Neutral","IncCapDecIns","Steep","SIG","XNIL","ModerateOrLe","I","Instability","Neutral","DenvCyclone","Wet","PC","Clear","Wet","Strong","CThruK","Moving"
"Weak","Increasing","Average","LVorOther","Neutral","SigNegative","Neutral","Strong","LessUnstable","XNIL","Down","Westerly","ACEFK","AllElse","Down","CDEJ","LessThanAve","LowNHighS","None","PC","Aug20_Sep15","Strong","N1GtLIGt_4","LessUnstable","Strong","Clear","MoistMDryL","PartInhibit","Neutral","XNIL","MarkedUpper","Wet","E_W_N","C","Increasing","Weak","Slight","LessThanAve","Marked","Neutral","IncCapDecIns","Steep","XNIL","XNIL","ModerateOrLe","C","Stability","Down","WidespdDnsl","Dry","PC","PC","Dry","Weak","CThruK","Other"
"Moderate","Increasing","Dry","Westerly","WeakUp","LittleChange","WeakPos","None","MoreUnstable","XNIL","StrongUp","StrongWest","HI","SWQuad","StrongUp","ABI","Average","LowSHighN","Stifling","PC","Aug11_Aug20","None","N5GtLIGt_8","MoreUnstable","None","Clear","Other","Stifling","StrongUp","XNIL","OtherRapid","Dry","E_W_S","I","Decreasing","None","None","MoreThanAve","None","Neutral","DecCapIncIns","CloseToDryAd","XNIL","XNIL","Steep","I","Instability","StrongUp","LongAnticyc","Wet","Clear","PC","Neutral","None","CThruK","QStationary"
"Moderate","Decreasing","Average","Westerly","Neutral","LittleChange","Neutral","Weak","LessUnstable","XNIL","StrongUp","Westerly","D","NWQuad","WeakUp","CDEJ","LessThanAve","LowAtStation","PartInhibit","PC","May15_Jun14","None","N1GtLIGt_4","LessUnstable","Weak","Clear","Other","PartInhibit","WeakUp","SIG","NoMajor","Neutral","DenvCyclone","D","Decreasing","Weak","Slight","Average","None","Neutral","DecCapIncIns","ModerateOrLe","SIG","XNIL","Steep","D","Stability","WeakUp","WidespdDnsl","Wet","PC","PC","Neutral","Weak","CThruK","None"
"Strong","LittleChange","Dry","LVorOther","Neutral","LittleChange","Neutral","Weak","LessUnstable","SIG","Neutral","StrongWest","GJ","LV","Neutral","CDEJ","MoreThanAve","LowMtsHighPl","Stifling","Clear","Aug20_Sep15","None","N1GtLIGt_4","Average","Strong","Clear","Other","PartInhibit","Neutral","XNIL","NoMajor","VeryWet","DryLine","J","LittleChange","Weak","Strong","MoreThanAve","Marked","Neutral","LittleChange","Steep","SIG","SIG","CloseToDryAd","J","Stability","Neutral","LongAnticyc","VeryWet","Clear","Clear","VeryWet","Weak","CThruK","None"
"Moderate","LittleChange","VeryMoist","LVorOther","Neutral","LittleChange","Neutral","Weak","LessUnstable","SVR","WeakUp","Westerly","B","AllElse","WeakUp","ABI","LessThanAve","LowMtsHighPl","PartInhibit","PC","Jul16_Aug10","None","N5GtLIGt_8","LessUnstable","Strong","PC","DryMMoistL","None","WeakUp","SIG","NoMajor","Wet","DenvCyclone","B","LittleChange","Strong","Strong","LessThanAve","Some","VeryWet","LittleChange","Steep","SVR","SVR","Steep","B","Stability","WeakUp","E_NE","VeryWet","PC","PC","Wet","Strong","AB","Other"
"Weak","LittleChange","Dry","Westerly","Down","PosToNeg","Neutral","Weak","Average","XNIL","WeakUp","Other","ACEFK","AllElse","Neutral","CDEJ","Average","LowMtsHighPl","Stifling","Cloudy","Jul16_Aug10","None","LIGt0","Average","Strong","Cloudy","MoistMDryL","None","Neutral","SIG","OtherRapid","Wet","None","E","LittleChange","Strong","Slight","Average","Some","Neutral","LittleChange","Steep","SIG","XNIL","Steep","E","Instability","Neutral","LV","Wet","Cloudy","Cloudy","Wet","None","CThruK","None"
"Moderate","LittleChange","VeryMoist","LVorOther","Down","NegToPos","Neutral","Weak","Average","SVR","StrongUp","Other","ACEFK","SWQuad","WeakUp","ABI","Average","LowEvrywhere","TotalInhibit","Clear","Aug11_Aug20","None","N1GtLIGt_4","Average","Weak","Cloudy","Other","None","Neutral","SIG","OtherRapid","Dry","E_W_N","A","Decreasing","Weak","Moderate","MoreThanAve","None","Neutral","DecCapIncIns","ModerateOrLe","SVR","SVR","CloseToDryAd","A","Stability","WeakUp","DenvCyclone","Neutral","Clear","Clear","Neutral","None","AB","Other"
"Weak","Decreasing","Dry","LVorOther","Down","SigNegative","Negative","None","Average","XNIL","Down","DCVZFavor","ACEFK","LV","Down","CDEJ","MoreThanAve","LowAtStation","TotalInhibit","PC","May15_Jun14","None","N5GtLIGt_8","Average","Weak","Cloudy","Other","PartInhibit","WeakUp","XNIL","NoMajor","Wet","DryLine","E","LittleChange","Weak","None","MoreThanAve","Some","Dry","LittleChange","Steep","XNIL","XNIL","Steep","E","Stability","Down","LV","Wet","Cloudy","Cloudy","Wet","None","CThruK","Moving"
"Moderate","Increasing","Average","LVorOther","WeakUp","LittleChange","StrongPos","None","Average","SIG","Neutral","Westerly","GJ","LV","StrongUp","CDEJ","LessThanAve","LowMtsHighPl","None","Cloudy","Aug11_Aug20","None","N5GtLIGt_8","MoreUnstable","Strong","Cloudy","DryMMoistL","None","StrongUp","SVR","OtherRapid","Dry","E_W_N","J","Decreasing","Strong","Strong","LessThanAve","Marked","VeryWet","DecCapIncIns","Steep","SVR","SIG","ModerateOrLe","J","Neutral","StrongUp","LongAnticyc","VeryWet","Clear","Clear","Neutral","None","CThruK","Other"
"Moderate","Increasing","VeryMoist","LVorOther","StronUp","SigPositive","StrongPos","Weak","Average","XNIL","Neutral","Westerly","ACEFK","AllElse","StrongUp","K","LessThanAve","LowSHighN","PartInhibit","Cloudy","Aug20_Sep15","Strong","N1GtLIGt_4","MoreUnstable","None","PC","Other","PartInhibit","StrongUp","XNIL","MarkedUpper","Neutral","None","K","LittleChange","None","Slight","Average","None","VeryWet","LittleChange","Steep","XNIL","XNIL","ModerateOrLe","K","Neutral","StrongUp","WidespdDnsl","VeryWet","PC","PC","Wet","None","CThruK","None"
"Strong","LittleChange","Dry","LVorOther","Down","LittleChange","Negative","Weak","MoreUnstable","SIG","StrongUp","Westerly","GJ","LV","StrongUp","CDEJ","MoreThanAve","LowAtStation","Stifling","Cloudy","Jul16_Aug10","Weak","N5GtLIGt_8","MoreUnstable","Strong","Cloudy","Other","PartInhibit","StrongUp","XNIL","NoMajor","Neutral","None","J","Increasing","Strong","Moderate","Average","Some","Neutral","IncCapDecIns","ModerateOrLe","SIG","SIG","ModerateOrLe","J","Instability","StrongUp","LongAnticyc","Neutral","PC","PC","Neutral","Strong","CThruK","Other"
"Strong","LittleChange","VeryMoist","LVorOther","Neutral","SigPositive","Neutral","Strong","LessUnstable","XNIL","WeakUp","Westerly","B","LV","Neutral","ABI","LessThanAve","LowSHighN","PartInhibit","Clear","Jul16_Aug10","Weak","N1GtLIGt_4","LessUnstable","Weak","PC","DryMMoistL","PartInhibit","Neutral","XNIL","OtherRapid","Dry","DenvCyclone","B","Decreasing","None","Moderate","LessThanAve","None","VeryWet","DecCapIncIns","ModerateOrLe","XNIL","XNIL","Steep","B","Instability","Neutral","DenvCyclone","VeryWet","Clear","PC","VeryWet","Strong","AB","None"
"Weak","LittleChange","VeryMoist","LVorOther","Neutral","LittleChange","Neutral","Strong","LessUnstable","XNIL","WeakUp","StrongWest","B","NWQuad","Neutral","ABI","MoreThanAve","LowMtsHighPl","TotalInhibit","PC","May15_Jun14","None","LIGt0","LessUnstable","Strong","Clear","DryMMoistL","PartInhibit","Neutral","XNIL","NoMajor","Neutral","DenvCyclone","B","LittleChange","Strong","Slight","MoreThanAve","Some","Neutral","LittleChange","Steep","XNIL","XNIL","Steep","B","Instability","Neutral","E_NE","Wet","PC","PC","Wet","Strong","AB","Other"
"Weak","LittleChange","VeryMoist","Westerly","Neutral","SigNegative","Neutral","Weak","LessUnstable","SIG","WeakUp","DCVZFavor","HI","AllElse","WeakUp","ABI","Average","LowSHighN","PartInhibit","PC","Jun15_Jul1","Weak","N5GtLIGt_8","LessUnstable","Weak","PC","MoistMDryL","None","Neutral","SIG","MarkedUpper","Neutral","Other","I","Decreasing","Weak","Moderate","Average","None","Wet","DecCapIncIns","Steep","SIG","XNIL","CloseToDryAd","I","Stability","WeakUp","DenvCyclone","Wet","PC","PC","Neutral","None","CThruK","QStationary"
"Moderate","Decreasing","Dry","LVorOther","Neutral","LittleChange","Neutral","Weak","Average","SIG","Down","DCVZFavor","ACEFK","NWQuad","Down","K","MoreThanAve","HighEvrywher","Stifling","Cloudy","Jul2_Jul15","None","N1GtLIGt_4","Average","Weak","PC","MoistMDryL","None","Neutral","SIG","StrongFront","Dry","MovingFtorOt","K","Increasing","Weak","Strong","Average","Marked","Dry","IncCapDecIns","Stable","SIG","SIG","ModerateOrLe","K","Instability","Down","LV","Neutral","Cloudy","PC","Wet","Strong","CThruK","None"
"Strong","LittleChange","Dry","LVorOther","StronUp","LittleChange","WeakPos","Strong","LessUnstable","XNIL","Down","StrongWest","GJ","LV","WeakUp","CDEJ","MoreThanAve","LowAtStation","Stifling","PC","Aug20_Sep15","Weak","N1GtLIGt_4","LessUnstable","None","PC","MoistMDryL","PartInhibit","StrongUp","XNIL","NoMajor","VeryWet","DryLine","J","Increasing","None","Strong","Average","None","Dry","IncCapDecIns","Steep","XNIL","XNIL","Steep","J","Stability","WeakUp","SEQuad","Dry","Clear","Clear","Dry","None","CThruK","None"
"Moderate","Decreasing","Dry","Westerly","StronUp","SigNegative","WeakPos","Weak","Average","XNIL","StrongUp","DCVZFavor","ACEFK","NWQuad","WeakUp","K","LessThanAve","Other","PartInhibit","Clear","Aug20_Sep15","Weak","N1GtLIGt_4","LessUnstable","Strong","Clear","DryMMoistL","PartInhibit","Down","SVR","MarkedUpper","VeryWet","MovingFtorOt","K","Decreasing","Strong","None","Average","Marked","Neutral","DecCapIncIns","ModerateOrLe","SVR","XNIL","Steep","K","Neutral","WeakUp","LV","Wet","Clear","PC","Wet","Strong","CThruK","None"
"Strong","Increasing","Average","Westerly","StronUp","SigNegative","WeakPos","Weak","MoreUnstable","SIG","Down","StrongWest","ACEFK","NWQuad","Neutral","CDEJ","Average","LowNHighS","PartInhibit","Clear","May15_Jun14","Weak","N1GtLIGt_4","MoreUnstable","Strong","PC","MoistMDryL","PartInhibit","Down","SIG","MarkedUpper","Wet","E_W_N","C","Increasing","Weak","Moderate","Average","Marked","Dry","IncCapDecIns","ModerateOrLe","SIG","SIG","Steep","C","Instability","Neutral","LongAnticyc","Wet","Clear","Clear","Wet","Strong","CThruK","Other"
"Weak","LittleChange","Average","Westerly","Neutral","LittleChange","Neutral","Strong","MoreUnstable","SVR","Neutral","DCVZFavor","ACEFK","AllElse","Neutral","CDEJ","Average","LowAtStation","PartInhibit","Cloudy","May15_Jun14","Weak","N1GtLIGt_4","MoreUnstable","Strong","PC","MoistMDryL","PartInhibit","Neutral","SIG","NoMajor","Dry","E_W_N","E","LittleChange","Strong","None","Average","Marked","Neutral","LittleChange","CloseToDryAd","SVR","SVR","ModerateOrLe","E","Instability","Neutral","LV","Wet","Cloudy","Cloudy","Neutral","Weak","CThruK","None"
"Weak","LittleChange","Average","Westerly","Neutral","NegToPos","WeakPos","Weak","Average","XNIL","StrongUp","DCVZFavor","ACEFK","AllElse","WeakUp","ABI","LessThanAve","HighEvrywher","PartInhibit","Clear","May15_Jun14","None","N1GtLIGt_4","LessUnstable","Weak","PC","DryMMoistL","PartInhibit","Neutral","SIG","MarkedUpper","Neutral","DenvCyclone","A","LittleChange","None","None","LessThanAve","Some","Dry","LittleChange","ModerateOrLe","SIG","XNIL","ModerateOrLe","A","Instability","WeakUp","DenvCyclone","Neutral","Clear","Clear","Dry","Weak","AB","Other"
"Moderate","Decreasing","Average","Westerly","Neutral","LittleChange","Negative","None","LessUnstable","XNIL","WeakUp","Other","HI","LV","Neutral","ABI","Average","LowSHighN","Stifling","PC","Jul16_Aug10","None","N1GtLIGt_4","LessUnstable","Weak","Clear","DryMMoistL","None","Down","SIG","OtherRapid","VeryWet","E_W_N","I","LittleChange","None","Strong","Average","None","Wet","LittleChange","ModerateOrLe","SIG","XNIL","CloseToDryAd","I","Stability","Neutral","DenvCyclone","VeryWet","Clear","PC","VeryWet","None","CThruK","QStationary"
"Moderate","LittleChange","VeryMoist","Westerly","StronUp","NegToPos","Neutral","Weak","Average","XNIL","Down","StrongWest","B","AllElse","WeakUp","ABI","Average","HighEvrywher","Stifling","Clear","Aug11_Aug20","None","N5GtLIGt_8","Average","Strong","Clear","DryMMoistL","PartInhibit","Down","SIG","MarkedUpper","Dry","DenvCyclone","B","LittleChange","Strong","None","Average","Marked","Wet","LittleChange","ModerateOrLe","SIG","XNIL","CloseToDryAd","B","Neutral","WeakUp","DenvCyclone","Wet","PC","PC","Wet","Strong","AB","Moving"
"Weak","Increasing","Average","Westerly","StronUp","LittleChange","WeakPos","None","MoreUnstable","XNIL","Down","Other","ACEFK","AllElse","Neutral","CDEJ","MoreThanAve","LowNHighS","PartInhibit","Clear","Jun15_Jul1","None","LILt_8","MoreUnstable","Strong","PC","MoistMDryL","PartInhibit","StrongUp","SIG","NoMajor","Neutral","None","E","Increasing","Weak","Slight","Average","None","Dry","IncCapDecIns","CloseToDryAd","SIG","XNIL","ModerateOrLe","E","Neutral","Neutral","DenvCyclone","Dry","Clear","PC","Dry","None","CThruK","None"
"Unfavorable","LittleChange","Dry","Westerly","WeakUp","LittleChange","WeakPos","Strong","Average","XNIL","WeakUp","Other","GJ","SWQuad","WeakUp","G","Average","LowEvrywhere","Stifling","PC","Jul16_Aug10","Strong","N1GtLIGt_4","MoreUnstable","Strong","PC","Other","PartInhibit","Neutral","XNIL","MarkedUpper","Neutral","None","G","Decreasing","Strong","None","Average","Some","Wet","DecCapIncIns","CloseToDryAd","XNIL","XNIL","CloseToDryAd","G","Instability","WeakUp","LongAnticyc","VeryWet","PC","PC","VeryWet","None","CThruK","Other"
"Strong","Decreasing","Average","LVorOther","Down","SigNegative","Negative","Strong","Average","XNIL","WeakUp","StrongWest","ACEFK","LV","Down","K","LessThanAve","LowAtStation","PartInhibit","Clear","May15_Jun14","None","N1GtLIGt_4","LessUnstable","Strong","PC","DryMMoistL","PartInhibit","Neutral","SVR","MarkedUpper","Neutral","MovingFtorOt","K","Increasing","Strong","Moderate","LessThanAve","Marked","Wet","IncCapDecIns","Stable","SVR","XNIL","ModerateOrLe","K","Instability","Down","WidespdDnsl","Neutral","Clear","Clear","Neutral","Strong","CThruK","Other"
